airline,cluster,pc1,pc2
KANGALA AIR EXPRESS,0,-0.521711566,-0.221462398
KANSAS STATE UNIVERSITY AVIATION,0,-0.318669481,0.161803155
KARUN AIRLINES,0,-0.36395974,0.042408854
KAZ AIR JET,0,-0.472055377,-0.07494292
KEEWATIN AIR,0,-0.440966721,-0.107145667
KENAI AVIATION,0,-0.405617585,-0.082353306
KENMORE AIR,0,-0.318546723,0.18010227
KENN BOREK AIR,0,-0.312893527,0.17121978
KENT STATE UNIVERSITY COLLEGE OF AERONAUTICS,0,-0.309490085,0.17696494
KENYA AIRWAYS,0,1.158524123,1.294310617
KEY LIME AIR,0,-0.340138958,0.129466684
KF AEROSPACE,0,-0.434178772,-0.063601563
KHABAVIA,0,-0.402088261,-0.059997108
KISH AIR,0,-0.362629346,0.025840382
KLASJET,0,-0.438114946,0.036398615
KLM,0,0.773032166,1.06989806
KM MALTA AIRLINES,0,6.216262327,-2.729060082
KN HELICOPTERS,0,-0.381889659,0.001210336
KOLOB CANYONS AIR SERVICES,0,-0.347164546,-0.011046322
KOREA AEROSPACE UNIVERSITY,0,-0.315792333,0.071927435
KOREA AVIATION COLLEGE,0,-0.369061717,-0.000819126
KOREA NATIONAL UNIVERSITY OF TRANSPORTATION,0,-0.335311518,0.00391605
KOREAN AIR,0,1.855648988,1.416088132
KRASAVIA,0,-0.343404331,0.088426024
KUDLIK AVIATION,0,-0.366739125,-0.035204747
KUNMING AIRLINES,0,0.936177523,-0.638608399
KUSH AVIATION,0,-0.440966721,-0.107145667
KUWAIT AIRWAYS,0,2.016327434,-0.469577404
KYUNGWOON UNIVERSITY,0,-0.369061717,-0.000819126
L.J. AVIATION,0,-0.425116413,0.052725237
L3HARRIS AIRLINE ACADEMY,0,-0.256490293,0.30183623
LA COMPAGNIE,0,1.806166786,0.282004513
LA COSTENA,0,-0.347164546,-0.011046322
LABCORP,0,-0.334297657,0.04481295
LAM,0,-0.366739125,-0.035204747
LANEXANG,0,-0.405617585,-0.082353306
LANEXANG AIRWAYS INTERNATIONAL,0,-0.405617585,-0.082353306
LAO AIRLINES,0,-0.355339053,0.035368723
LAO SKYWAY,0,-0.457011977,-0.108947894
LAS CARGO,0,-0.511935692,-0.15789868
LASER AIRLINES,0,-0.369061717,-0.000819126
LATAM AIRLINES,0,0.819598471,0.848936172
LATAM CARGO,0,-0.315792333,0.071927435
LATITUDE AIR AMBULANCE,0,-0.402088261,-0.059997108
LATVIA - AIR FORCE,0,-0.515194317,-0.179086586
LAUDA EUROPE,0,-0.304050113,0.091833241
LEAV AVIATION,0,-0.405617585,-0.082353306
LEGACY AIRWAYS,0,-0.521711566,-0.221462398
LEGEND AIRLINES,0,-0.366739125,-0.035204747
LEGENDS AIRWAYS,0,-0.381742054,-0.01676679
LETOURNEAU UNIVERSITY AVIATION,0,-0.340158486,0.11129051
LEVEL,0,-0.351637613,0.002625254
LEVIATE AIR GROUP,0,-0.411846495,-0.036158833
LIAT 20,0,-0.457011977,-0.108947894
LIBERTY JET MANAGEMENT,0,-0.521711566,-0.221462398
LIBYA - AIR FORCE,0,-0.521711566,-0.221462398
LIBYAN AIRLINES,0,-0.421994293,-0.066397362
LIBYAN EXPRESS,0,-0.511935692,-0.15789868
LIBYAN WINGS,0,-0.347164546,-0.011046322
LIEBHERR AEROSPACE,0,-0.434178772,-0.063601563
LIFE LINE AVIATION,0,-0.457011977,-0.108947894
LIFEFLIGHT AUSTRALIA,0,-0.327853254,0.092177405
LIFT,0,-0.293052929,0.034399587
LIFT ACADEMY,0,-0.271298287,0.192979046
LION AIR,0,0.436482225,-0.002796515
LIPICAN AER,0,-0.440966721,-0.107145667
LIZ AVIATION,0,-0.521711566,-0.221462398
LOGANAIR,0,-0.309756406,0.230260613
LONE STAR COMMUNICATIONS,0,-0.521711566,-0.221462398
LONGJIANG AIRLINES,0,-0.359139077,0.011844233
LONGTAIL AVIATION,0,-0.518452942,-0.200274492
LOONG AIR,0,1.538200405,0.085248574
LOT,0,1.843715021,1.074928304
LUCKY AIR,0,1.459540398,-0.559923301
LUFTHANSA,0,0.752239009,0.9777675
LUFTHANSA CARGO,0,-0.334952375,0.063032025
LUFTHANSA CITY,0,4.22399614,-2.002378087
LUFTTRANSPORT,0,-0.434178772,-0.063601563
LUKOIL-AVIA,0,-0.46533568,-0.101554068
LUMINAIR,0,-0.440966721,-0.107145667
LUMIWINGS,0,-0.518452942,-0.200274492
LUNDS UNIVERSITY SCHOOL OF AVIATION,0,-0.359139077,0.011844233
LUXAIR,0,1.506414278,-1.044660091
LUXAVIATION,0,-0.351436712,0.426691922
LUXEMBOURG AIR AMBULANCE,0,-0.381742054,-0.01676679
LUXWING,0,-0.401359746,0.065403241
LYDD AIR,0,-0.521711566,-0.221462398
LYNDEN AIR CARGO,0,-0.36395974,0.042408854
MACK AIR,0,-0.309992629,0.081372347
MADAGASCAR AIRLINES,0,-0.378652905,-0.031240656
MAE AIRCRAFT MANAGEMENT,0,-0.521711566,-0.221462398
MAERSK AIR CARGO,0,-0.355241414,0.126249592
MAGNICHARTERS,0,-0.362939101,-0.011680257
MAHAN AIR,0,-0.331046267,0.231906191
MAK KG AIRLINES,0,-0.511935692,-0.15789868
MAKERS AIR,0,-0.343093822,0.01364646
MALAWI AIRLINES,0,-0.515194317,-0.179086586
MALAYSIA - AIR FORCE,0,-0.370883382,0.051470097
MALAYSIA AIRLINES,0,1.070836952,0.525106398
MALDIVIAN,0,-0.340158486,0.11129051
MALETH-AERO,0,-0.457011977,-0.108947894
MALI AIR,0,-0.46533568,-0.101554068
MALTA AIR,0,7.595290024,-3.745833982
MALTA MEDAIR,0,-0.521711566,-0.221462398
MANASIK AVIATION,0,-0.405617585,-0.082353306
MANDARIN AIRLINES,0,-0.319466616,0.046014998
MANGO,0,-0.521711566,-0.221462398
MANN YADANARPON AIRLINES,0,-0.366739125,-0.035204747
MANTA AIR,0,-0.32251586,0.100225823
MAP LINHAS AEREAS,0,-0.521711566,-0.221462398
MARABU,0,4.895740508,-2.175960578
MARATHON AIRLINES,0,-0.518452942,-0.200274492
MARSHALL UNIVERSITY AVIATION,0,-0.339023098,0.038339243
MARTINAIR,0,-0.521711566,-0.221462398
MARTINAIRE,0,-0.299112013,0.0804073
MARTINATMS FAMOUS PASTRY SHOPPE,0,-0.29224083,0.037904464
MAS,0,-0.402088261,-0.059997108
MASSEY UNIVERSITY SCHOOL OF AVIATION,0,-0.31665035,0.050214956
MASWINGS,0,-0.31665035,0.050214956
MAURITANIA AIRLINES,0,6.830011077,-4.978049131
MAVI GAK AIRLINES,0,-0.289804533,0.048419094
MAX AIR,0,-0.489125319,-0.00958334
MAX AVIATION,0,-0.36395974,0.042408854
MAXAIR,0,-0.381889659,0.001210336
MAXIMUS AIRLINES,0,-0.521711566,-0.221462398
MAYA ISLAND AIR,0,-0.351637613,0.002625254
MCDAN AVIATION,0,-0.518452942,-0.200274492
MCNEELY CHARTER SERVICES,0,-0.421994293,-0.066397362
MEA,0,0.639129519,0.258642267
MED-TRANS,0,-0.334297657,0.04481295
MEDAVIA,0,-0.440966721,-0.107145667
MEDSKY AIRWAYS,0,-0.405617585,-0.082353306
MEMORIAL HERMANN LIFE FLIGHT,0,-0.317125927,0.028112047
MERAJ AIRLINES,0,-0.446965403,-0.044215885
MEREGRASS,0,-0.378652905,-0.031240656
MERIDIAN,0,-0.440966721,-0.107145667
MERIDIAN AIR COMPANY,0,-0.421994293,-0.066397362
MERMOZ-ACADEMY,0,-0.402088261,-0.059997108
MESA AIRLINES,0,-0.362939101,-0.011680257
MEXICANA,0,-0.144524461,0.015794429
MEXICO - AIR FORCE,0,0.114810279,0.942514996
MEXICO - NAVY,0,-0.307753752,0.338179593
MHS AVIATION,0,-0.469798607,-0.089562216
MIAT MONGOLIAN AIRLINES,0,6.789885802,1.17183668
MIDAMERICA JET,0,-0.46533568,-0.101554068
MIDDLE GEORGIA STATE UNIVERSITY SCHOOL OF AVIATION,0,-0.28402335,0.261364516
MIDDLE TENNESSEE STATE UNIVERSITY AEROSPACE,0,-0.291947898,0.279773536
MIDWEST AVIATION,0,-0.351146826,0.022208578
MIDWEST AVIATION DIVISION,0,-0.411846495,-0.036158833
MILLESIME AVIATION,0,-0.518452942,-0.200274492
MINGALAR,0,-0.347164546,-0.011046322
MJETS AIR,0,-0.469798607,-0.089562216
MNG AIRLINES,0,-0.387970964,0.029427684
MOAAMBIQUE EXPRESSO,0,-0.29224083,0.037904464
MOALEM AVIATION,0,-0.366739125,-0.035204747
MODERN LOGISTICS,0,-0.440966721,-0.107145667
MONACAIR,0,-0.440966721,-0.107145667
MONGOLIAN AIRWAYS,0,-0.518452942,-0.200274492
MOTOR SICH AIRLINES,0,-0.404640241,-0.009423562
MOUNTAIN AVIATION,0,-0.343404331,0.088426024
MOUNTAIN FLYERS,0,-0.404640241,-0.009423562
MOUNTHILL AVIATION,0,-0.518452942,-0.200274492
MPC AIR,0,-0.440966721,-0.107145667
MULTIFLIGHT,0,-0.511935692,-0.15789868
MY FREIGHTER,0,-0.427390823,-0.020057459
MY INDO AIRLINES,0,-0.492383944,-0.030771246
MY JET,0,-0.502159818,-0.094334963
MYANMAR AIRWAYS INTERNATIONAL,0,-0.411677019,-0.000497061
MYANMAR NATIONAL AIRLINES,0,-0.351146826,0.022208578
MYWAY AIRLINES,0,-0.518452942,-0.200274492
NAC CHARTER,0,-0.521711566,-0.221462398
NALJETS,0,-0.511935692,-0.15789868
NAM AIR,0,-0.32346239,0.060255012
NAN,0,-0.273021157,0.120853211
NANSHAN FLYING,0,-0.371323557,0.014640032
NANSHAN JET,0,-0.518452942,-0.200274492
NATIONAL AIRWAYS CORPORATION,0,-0.446965403,-0.044215885
NATIONAL JET EXPRESS,0,-0.322287248,0.081499274
NATIONAL JETS,0,-0.521711566,-0.221462398
NATO,0,-0.309971671,0.101242024
NAURU AIRLINES,0,-0.502159818,-0.094334963
NEAJETS,0,-0.441950936,-0.055550876
NEOJETS,0,-0.521711566,-0.221462398
NEOS,0,5.058165785,0.959605873
NEPAL AIRLINES,0,-0.421994293,-0.066397362
NESMA AIRLINES,0,-0.369061717,-0.000819126
NETHERLANDS - COAST GUARD,0,-0.411846495,-0.036158833
NETHERLANDS - NAVY,0,-0.317125927,0.028112047
NETHERLANDS - ROYAL AIR FORCE,0,-0.281719909,0.300413653
NETJETS,0,-0.033803817,1.273558662
NEW ENGLAND AIRLINES,0,-0.395029612,-0.015284712
NEW PACIFIC AIRLINES,0,-0.343093822,0.01364646
NEW WAY CARGO AIRLINES,0,-0.457011977,-0.108947894
NEW ZEALAND - ROYAL NEW ZEALAND AIR FORCE,0,-0.314811345,0.257162621
NEXGEN AVIATION,0,-0.457011977,-0.108947894
NEXTGEN FLIGHT SOLUTIONS,0,-0.521711566,-0.221462398
NG EAGLE,0,-0.511935692,-0.15789868
NHC NORTHERN HELICOPTER,0,-0.326628671,0.055638199
NIGERIA - AIR FORCE,0,-0.43185375,-0.008065607
NILE AIR,0,-0.421994293,-0.066397362
NIPPON CARGO AIRLINES,0,-0.317125927,0.028112047
NOK AIR,0,-0.398771052,0.015719319
NOLINOR AVIATION,0,-0.471054466,-0.004522808
NOMAD AVIATION,0,-0.521711566,-0.221462398
NOORDZEE HELIKOPTERS VLAANDEREN,0,-0.334200332,0.082926494
NORDIC UNMANNED,0,-0.359139077,0.011844233
NORDJET AIRLINES,0,-0.521711566,-0.221462398
NORDSTAR,0,-0.404640241,-0.009423562
NORDWIND AIRLINES,0,1.080014287,-0.695908237
NORLANDAIR,0,-0.411846495,-0.036158833
NORSE,0,4.787060998,3.642121026
NORSK LUFTAMBULANSE,0,-0.304050113,0.091833241
NORTAVIA,0,-0.35666486,0.106401408
NORTH CARIBOO AIR,0,-0.367501662,0.09180342
NORTH CENTRAL AVIATION,0,-0.518452942,-0.200274492
NORTH COUNTRY AVIATION,0,-0.515194317,-0.179086586
NORTH FLYING,0,-0.369061717,-0.000819126
NORTH STAR AVIATION,0,-0.293196361,0.189213883
NORTH-WEST AIR COMPANY,0,2.171619225,-1.412753776
NORTH-WESTERN CARGO INTERNATIONAL AIRLINES,0,-0.347164546,-0.011046322
NORTH-WRIGHT AIRWAYS,0,-0.416908304,0.11526771
NORTHERN AIR,0,-0.508677067,-0.136710775
NORTHERN AIR CARGO,0,-0.404640241,-0.009423562
NORTHERN AIR FIJI,0,-0.518452942,-0.200274492
NORTHERN JET MANAGEMENT,0,-0.368169324,0.179235145
NORTHERN THUNDERBIRD AIR,0,-0.457011977,-0.108947894
NORTHWAY AVIATION,0,-0.359139077,0.011844233
NORTHWEST FLYERS,0,-0.440966721,-0.107145667
NORTHWESTERN AIR,0,-0.404286919,0.026457164
NORWAY - AIR FORCE,0,-0.324223762,0.116344698
NORWEGIAN,0,0.792378197,0.132604293
NOUVELAIR,0,2.28558651,-1.562224246
NOVAIR,0,-0.521711566,-0.221462398
NOVAJET,0,-0.508677067,-0.136710775
NOVOAIR,0,-0.335311518,0.00391605
NYXAIR,0,-0.446965403,-0.044215885
OFFSHORE HELICOPTER SERVICES,0,-0.308381048,0.103982291
OHIO STATE UNIVERSITY AVIATION,0,-0.336683189,0.116275346
OK AVIATION,0,-0.373828481,0.083422537
OKAY AIRWAYS,0,-0.340158486,0.11129051
OKLAHOMA STATE UNIVERSITY AVIATION,0,-0.30563243,0.146945216
OLYMPIC AIR,0,-0.320636765,0.064466116
OLYMPUS AIRWAYS,0,-0.521711566,-0.221462398
OMAN - ROYAL AIR FORCE,0,-0.336338934,0.152991174
OMAN AIR,0,3.41497117,0.740167839
OMNI AIR TRANSPORT,0,-0.416841906,0.010658787
OMNI AVIATION TRAINING CENTER,0,-0.398771052,0.015719319
OMNI EXECUTIVE AVIATION,0,-0.518452942,-0.200274492
OMNI TAXI AEREO,0,-0.269859868,0.327226979
ONE AIR,0,-0.367501662,0.09180342
ORIENTAL AIR BRIDGE,0,-0.405617585,-0.082353306
ORIGIN AIR,0,-0.402088261,-0.059997108
ORNGE AIR,0,-0.305098442,0.069048207
ORTAC,0,-0.511935692,-0.15789868
OSM AVIATION ACADEMY,0,-0.330208608,0.050528741
OVERLAND AIRWAYS,0,-0.469798607,-0.089562216
OYONNAIR,0,-0.339023098,0.038339243
PACC AIR,0,-0.351539029,0.058893213
PACIFIC COAST JET,0,-0.3924023,0.076917093
PACIFIC COASTAL AIRLINES,0,-0.340158486,0.11129051
PADAVIATION,0,-0.347164546,-0.011046322
PAKISTAN INTERNATIONAL AIRLINES,0,-0.336779637,0.134313397
PAL AEROSPACE,0,-0.515194317,-0.179086586
PAL AIRLINES,0,-0.317945825,0.107360349
PAN EUROPEENNE,0,-0.518452942,-0.200274492
PAN EUROPEENNE AIR SERVICE,0,-0.440966721,-0.107145667
PANAVIATIC,0,-0.457011977,-0.108947894
PANELLENIC AIRLINES,0,-0.366739125,-0.035204747
PANORAMA AVIATION,0,-0.359139077,0.011844233
PARADOX JETS,0,-0.402088261,-0.059997108
PARANAIR,0,-0.402088261,-0.059997108
PARATA AIR,0,-0.421994293,-0.066397362
PARKLAND COLLEGE INSTITUTE OF AVIATION,0,-0.327853254,0.092177405
PARS AIR,0,-0.434178772,-0.063601563
PASCAN AVIATION,0,-0.319810391,0.08529501
PASSIONAIR,0,-0.378652905,-0.031240656
PATRIA PILOT TRAINING,0,-0.322707143,0.041309762
PATTAYA AIRWAYS,0,-0.518452942,-0.200274492
PDG AVIATION SERVICES,0,-0.348070457,0.100175875
PEACH,0,1.89520697,-0.378893794
PEGASUS,0,1.917884005,0.401530899
PEGASUS ELITE AVIATION,0,-0.420997508,-0.029750298
PELITA AIR,0,-0.362782878,0.133729133
PEN-AVIA,0,-0.518452942,-0.200274492
PEOPLE'S,0,-0.521711566,-0.221462398
PERFORMANCE AIR,0,-0.498901193,-0.073147057
PERIMETER AVIATION,0,-0.339083851,0.057265706
PERU - AIR FORCE,0,-0.351422577,0.167103504
PERU - NAVY,0,-0.457011977,-0.108947894
PETRO AIR,0,-0.398558937,-0.03764091
PETROLEUM AIR SERVICES,0,-0.34644236,0.065809039
PETROPAVLOVSK-KAMCHATSKY AIR,0,-0.441950936,-0.055550876
PHI,0,-0.2320942,0.464339582
PHILIPPINE AIRLINES,0,0.844933185,0.509767376
PHOENIX AIR,0,-0.355241414,0.126249592
PHOENIX AVIATION,0,-0.511935692,-0.15789868
PHOENIX EAST AVIATION,0,-0.277455758,0.156496133
PILATUS FLUGZEUGWERKE,0,-0.226960239,0.418600736
PILOT FLIGHT ACADEMY,0,-0.309998422,0.060674831
PINEAPPLE AIR,0,-0.515194317,-0.179086586
PIVOT AIRLINES,0,-0.515194317,-0.179086586
PIXAIR SURVEY,0,-0.508677067,-0.136710775
PLANEMASTER SERVICES,0,-0.344558493,0.030900914
PLANESENSE,0,-0.275753169,0.161907446
PLATOON AVIATION,0,-0.317125927,0.028112047
PLAY,0,11.73809849,-6.767942528
PLUS ULTRA,0,-0.398558937,-0.03764091
PNG AIR,0,-0.334297657,0.04481295
POBEDA,0,-0.299646529,0.176456596
POLAND - AIR FORCE,0,-0.234496052,0.708327957
POLAND - NAVY,0,-0.402088261,-0.059997108
POLAR AIRLINES,0,-0.405617585,-0.082353306
POLISH MEDICAL AIR RESCUE,0,-0.303245887,0.132480475
POPULAIR,0,-0.326487639,0.035961446
PORSCHE AIR SERVICE,0,-0.521711566,-0.221462398
PORTER,0,1.083338531,0.377008391
PORTUGAL - AIR FORCE,0,-0.405617585,-0.082353306
POSTE AIR CARGO,0,-0.381742054,-0.01676679
POUYA AIR,0,-0.371323557,0.014640032
PRADHAAN AIR EXPRESS,0,-0.521711566,-0.221462398
PRECISION AIR,0,-0.351637613,0.002625254
PRECISION AIRCRAFT MANAGEMENT,0,-0.452945987,0.035196567
PREMIER AIRLINES,0,-0.515194317,-0.179086586
PREMIER FLIGHT CENTER,0,-0.411846495,-0.036158833
PREMIUM JET,0,-0.518452942,-0.200274492
PRESIDENTIAL AVIATION,0,-0.469798607,-0.089562216
PRESTIGE AIR GROUP,0,-0.402088261,-0.059997108
PRIESTER AVIATION,0,-0.452030482,-0.015634153
PRIME AVIATION,0,-0.457011977,-0.108947894
PRINCE AVIATION,0,-0.511935692,-0.15789868
PRINCELY JETS,0,-0.521711566,-0.221462398
PRIORITY AIR CHARTER,0,-0.402088261,-0.059997108
PRIVAIRA,0,-0.469798607,-0.089562216
PRIVATE AIR,0,-0.508677067,-0.136710775
PRIVATE JET CENTER,0,-0.362629346,0.025840382
PRIVATE JETS,0,-0.376449388,0.062148227
PRIVATE WINGS,0,-0.330970095,0.029777125
PRIVATMAIR,0,-0.292782229,0.03556788
PRIVILEGE STYLE,0,-0.46533568,-0.101554068
PROAIR AVIATION,0,-0.441950936,-0.055550876
PROAIRWAYS,0,-0.518452942,-0.200274492
PROFLIGHT ZAMBIA,0,-0.344558493,0.030900914
PROPAIR,0,-0.334297657,0.04481295
PURDUE UNIVERSITY SCHOOL OF AVIATION,0,-0.309971671,0.101242024
QA AVIATION,0,-0.518452942,-0.200274492
QANOT SHARQ,0,0.462719456,0.079345766
QANTAS,0,0.241845745,0.65891539
QANTASLINK,0,0.246991365,0.066121296
QATAR AIRWAYS,0,1.460935516,1.322071301
QATAR EXECUTIVE,0,-0.306818883,0.086843949
QAZAQ AIR,0,-0.335311518,0.00391605
QESHM AIRLINES,0,-0.334952375,0.063032025
QINETIQ / EMPIRE TEST PILOTS SCHOOL,0,-0.41538227,0.082471121
QINGDAO AIRLINES,0,2.014366627,-0.311138347
QINGDAO JIUTIAN INTERNATIONAL FLIGHT ACADEMY,0,-0.511935692,-0.15789868
QUALITY FLY,0,-0.344558493,0.030900914
QUANTA AVIATION SERVICES,0,-0.457011977,-0.108947894
QUEST DIAGNOSTICS,0,-0.315893229,0.110650807
QUICK AIR JET CHARTER,0,-0.434178772,-0.063601563
QUIKJET CARGO AIRLINES,0,-0.521711566,-0.221462398
RAF-AVIA,0,-0.511935692,-0.15789868
RAIMON AIRWAYS,0,-0.405617585,-0.082353306
RAINIER FLIGHT SERVICE,0,-0.334297657,0.04481295
RANO AIR,0,-0.335311518,0.00391605
RAVENAIR,0,-0.334676815,0.244043473
RAYA AIRWAYS,0,-0.441950936,-0.055550876
RCS SERVICES,0,-0.471054466,-0.004522808
REACH AIR MEDICAL SERVICES,0,-0.30081195,0.137070994
REAL TONGA AIRLINE,0,-0.521711566,-0.221462398
RECTIMO AIR TRANSPORTS,0,-0.378790781,0.041206807
RED AIR,0,-0.405617585,-0.082353306
RED ROCK FLIGHT SCHOOL,0,-0.508677067,-0.136710775
RED SEA AIRLINES,0,-0.511935692,-0.15789868
RED WING AVIATION,0,-0.402088261,-0.059997108
RED WINGS,0,-0.310167421,0.139006527
REDDING AERO ENTERPRISES,0,-0.334952375,0.063032025
REDSTAR AVIATION,0,-0.363994209,0.06052072
REEVE AIR ALASKA,0,-0.521711566,-0.221462398
REGA SWISS AIR-AMBULANCE,0,-0.366739125,-0.035204747
REGA SWISS AIR-RESCUE,0,-0.308348531,0.0841763
REGENCY AIR,0,-0.327319266,0.014280396
RELIANT AIR,0,-0.441950936,-0.055550876
RENEGADE AIR,0,-0.472891987,-0.041325254
RENNIA AVIATION,0,-0.441950936,-0.055550876
REPUBLIC AIRWAYS,0,-0.521711566,-0.221462398
REVA AIR AMBULANCE,0,-0.521711566,-0.221462398
REVV AVIATION,0,-0.441950936,-0.055550876
REX. REGIONAL EXPRESS,0,-0.289853328,0.101584815
REYNOLDS JET MANAGEMENT,0,-0.293052929,0.034399587
RGA-BLACK STONE AIRLINES,0,-0.518452942,-0.200274492
RICHLAND AVIATION,0,-0.398558937,-0.03764091
RICHMOR AVIATION,0,-0.457011977,-0.108947894
RIMBUN AIR,0,-0.434178772,-0.063601563
RISEAIR,0,-0.360940672,0.241457026
RIYADH AIR,1,33.41070042,35.74704889
ROMANIA - AIR FORCE,0,-0.319492819,0.267202393
RORAIMA AIRWAYS,0,-0.440966721,-0.107145667
ROSSIYA,0,-0.238135718,0.487917931
ROTANA JET,0,-0.518452942,-0.200274492
ROYAL AIR FREIGHT,0,-0.312762878,0.189528294
ROYAL AIR MAROC,0,2.08704139,1.183358641
ROYAL BRUNEI AIRLINES,0,7.41353211,1.291660401
ROYAL JET,0,-0.521711566,-0.221462398
ROYAL JORDANIAN,0,2.386193054,0.702546825
ROYAL STAR AVIATION,0,-0.440966721,-0.107145667
ROYALAIR PHILIPPINES,0,-0.511935692,-0.15789868
RS AVIA,0,-0.521711566,-0.221462398
RUBYSTAR,0,-0.366739125,-0.035204747
RUILI AIRLINES,0,-0.349335512,0.152282097
RUSJET,0,-0.36942233,0.071363066
RUSLINE,0,-0.343093822,0.01364646
RUSSIA - 223RD FLIGHT UNIT STATE AIRLINE,0,-0.351146826,0.022208578
RUSSIA - 224TH FLIGHT UNIT STATE AIRLINE,0,-0.327319266,0.014280396
RUSSIA - AIR FORCE,0,-0.263678023,0.633427105
RUSSIA - MINISTRY OF EMERGENCY SITUATIONS (MCHS),0,-0.362782878,0.133729133
RUSSIA - NATIONAL GUARD,0,-0.359139077,0.011844233
RUSSIA - SPECIAL FLIGHT SQUADRON,0,-0.297157223,0.458025327
RUTACA AIRLINES,0,-0.472055377,-0.07494292
RVL AVIATION,0,-0.371323557,0.014640032
RWANDAIR,0,-0.408452863,0.038802711
RWL GERMAN FLIGHT ACADEMY,0,-0.339476054,0.093950341
RYAN AIR (USA),0,-0.350850518,0.132324869
RYANAIR,0,0.55639258,0.869360302
S7 AIRLINES,0,1.227658141,0.093847891
SA RED CROSS AIR MERCY SERVICE,0,-0.395029612,-0.015284712
SAAB AIRCRAFT,0,-0.380220328,0.110424141
SAF HELICOPTERES,0,-0.29819689,0.16087604
SAFARILINK AVIATION,0,-0.349128698,0.043610902
SAHA AIRLINES,0,-0.511935692,-0.15789868
SAHEL AVIATION SERVICE,0,-0.457011977,-0.108947894
SAINT LOUIS UNIVERSITY FLIGHT SCHOOL,0,-0.326628671,0.055638199
SALAMAIR,0,9.104938448,-4.961705617
SALZBURG JET AVIATION,0,-0.441950936,-0.055550876
SAMARITAN'S PURSE,0,-0.456433618,0.134039142
SAMOA AIRWAYS,0,-0.518452942,-0.200274492
SAN CARLOS FLIGHT SCHOOL,0,-0.351981845,0.112824588
SAN MARINO EXECUTIVE AVIATION,0,-0.521711566,-0.221462398
SANSA,0,-0.322707143,0.041309762
SAPSAN AIRLINE,0,-0.362939101,-0.011680257
SARDINIAN SKY SERVICE,0,-0.440966721,-0.107145667
SAS,0,1.627804922,0.71561287
SASCA AIRLINES,0,-0.521711566,-0.221462398
SATA AIR ACORES,0,-0.351637613,0.002625254
SATENA,0,-0.332617022,0.103810969
SATURN AVIATION,0,-0.518452942,-0.200274492
SAUDI ARABIA - AIR FORCE,0,-0.26133988,0.28675567
SAUDIA,0,0.59310741,1.005183551
SAURYA AIRLINES,0,-0.405617585,-0.082353306
SAWYER AVIATION,0,-0.446965403,-0.044215885
SAXONAIR,0,-0.426270104,0.068658255
SC AVIATION,0,-0.511935692,-0.15789868
SCANWINGS,0,-0.43185375,-0.008065607
SCAT,0,2.84037426,-1.542744373
SCOOT,0,3.282018242,1.314152588
SD AVIATION,0,-0.420997508,-0.029750298
SEABORNE,0,-0.521711566,-0.221462398
SEAIR INTERNATIONAL,0,-0.518452942,-0.200274492
SEARCA,0,-0.333474943,0.120942137
SECURE AIR CHARTER,0,-0.387970964,0.029427684
SECURITY AVIATION,0,-0.440966721,-0.107145667
SELECTJET,0,-0.440966721,-0.107145667
SENOR AIR,0,-0.440966721,-0.107145667
SEPEHRAN AIRLINES,0,-0.438114946,0.036398615
SERBIA - AIR FORCE,0,-0.434178772,-0.063601563
SERENE AIR,0,-0.469798607,-0.089562216
SERVICIOS AAREOS ILSA,0,-0.293052929,0.034399587
SERVICIOS AEREOS MILENIO,0,-0.402088261,-0.059997108
SEVENAIR,0,-0.338560423,0.342414455
SEVENBAR AVIATION,0,-0.521711566,-0.221462398
SEVERSTAL AIRCOMPANY,0,-0.369061717,-0.000819126
SF AIRLINES,0,-0.253440018,0.830921934
SHANDONG AIRLINES,0,0.213528428,0.268084009
SHANDONG DAGAO INTERNATIONAL FLIGHT ACADEMY,0,-0.521711566,-0.221462398
SHANGHAI AIRLINES,0,1.136304811,0.485262987
SHENZHEN AIRLINES,0,0.792547685,0.190287458
SHIRAK AVIA,0,-0.515194317,-0.179086586
SHORELINE AVIATION,0,-0.457011977,-0.108947894
SHREE AIRLINES,0,-0.359139077,0.011844233
SIAM GENERAL AVIATION,0,-0.521711566,-0.221462398
SICHUAN AIRLINES,0,0.947945046,0.590586536
SIDERAL LINHAS AEREAS,0,-0.448296884,0.109961526
SIERRA CHARLIE AVIATION,0,-0.308213692,0.063646271
SIERRA PACIFIC AIRLINES,0,-0.518452942,-0.200274492
SIERRA WEST AIRLINES,0,-0.362629346,0.025840382
SILESIA AIR,0,-0.457011977,-0.108947894
SILK WAY AIRLINES,0,-0.378652905,-0.031240656
SILK WAY WEST AIRLINES,0,-0.355339053,0.035368723
SILKAVIA,0,-0.335311518,0.00391605
SILVER AIR,0,-0.399636875,0.137529076
SILVER CLOUD AIR,0,-0.421994293,-0.066397362
SILVERHAWK AVIATION,0,-0.355613449,0.161266446
SINGAPORE - AIR FORCE,0,-0.304793302,0.1669434
SINGAPORE AIRLINES,0,1.964163115,0.920550221
SINO JET BEIJING,0,-0.521711566,-0.221462398
SIRIO,0,-0.440966721,-0.107145667
SIRIUS AERO,0,-0.521711566,-0.221462398
SKS AIRWAYS,0,-0.521711566,-0.221462398
SKY AIRLINE,0,2.881668947,-0.229313221
SKY ANGKOR AIRLINES,0,-0.366739125,-0.035204747
