airline,fleet_size,n_models,diversity,modernity_index,new_gen_share,pct_a220,pct_787,pct_a350,pct_a330neo,pct_neo,pct_max,pct_newgen_narrow,pct_newgen_wide
AUCKLAND RESCUE HELICOPTER,4,2,0.5,0,0,0,0,0,0,0,0,0,0
AURIC AIR,25,4,0.16,0,0,0,0,0,0,0,0,0,0
AURIGNY AIR SERVICES,7,2,0.285714286,0,0,0,0,0,0,0,0,0,0
AURORA,19,5,0.263157895,0,0,0,0,0,0,0,0,0,0
AURORA FLIGHT SCIENCES,4,3,0.75,0,0,0,0,0,0,0,0,0,0
AUSTRALIA - CUSTOMS,1,1,1,0,0,0,0,0,0,0,0,0,0
AUSTRALIA - FEDERAL POLICE,1,1,1,0,0,0,0,0,0,0,0,0,0
AUSTRALIA - ROYAL AUSTRALIAN AIR FORCE,151,14,0.092715232,0.002649007,0.006622517,0,0,0,0,0,0.006622517,0.006622517,0
AUSTRIA - AIR FORCE,10,1,0.1,0,0,0,0,0,0,0,0,0,0
AUSTRIAN AIRLINES,68,11,0.161764706,0.011764706,0.102941176,0,0.014705882,0,0,0.014705882,0,0.014705882,0.014705882
AV8JET,4,4,1,0,0,0,0,0,0,0,0,0,0
AVA AIRLINES,4,4,1,0,0,0,0,0,0,0,0,0,0
AVALAIR AIRCRAFT MANAGEMENT,11,8,0.727272727,0,0,0,0,0,0,0,0,0,0
AVANTI AIR,2,1,0.5,0,0,0,0,0,0,0,0,0,0
AVCENTER,5,4,0.8,0,0,0,0,0,0,0,0,0,0
AVCON JET,11,8,0.727272727,0,0,0,0,0,0,0,0,0,0
AVELO AIRLINES,19,6,0.315789474,0,0,0,0,0,0,0,0,0,0
AVIA TRAFFIC,6,5,0.833333333,0,0,0,0,0,0,0,0,0,0
AVIACON ZITOTRANS,5,1,0.2,0,0,0,0,0,0,0,0,0,0
AVIANCA,151,4,0.026490066,0.005298013,0.417218543,0,0.006622517,0,0,0.006622517,0,0.006622517,0.006622517
AVIANCA CARGO,8,2,0.25,0,0,0,0,0,0,0,0,0,0
AVIASERVICE,5,4,0.8,0,0,0,0,0,0,0,0,0,0
AVIASTAR,1,1,1,0,0,0,0,0,0,0,0,0,0
AVIASTAR-TU,8,3,0.375,0,0,0,0,0,0,0,0,0,0
AVIATION ADVENTURES,54,26,0.481481481,0,0,0,0,0,0,0,0,0,0
AVIATION ADVISOR,16,10,0.625,0,0,0,0,0,0,0,0,0,0
AVIATION DAFENSE SERVICE,5,0,0,0,0,0,0,0,0,0,0,0,0
AVIATION HORIZONS,5,5,1,0,0,0,0,0,0,0,0,0,0
AVIATION SERVICES MANAGEMENT,2,2,1,0,0,0,0,0,0,0,0,0,0
AVIATOR COLLEGE,54,10,0.185185185,0,0,0,0,0,0,0,0,0,0
AVIATOR ZONE ACADEMY,16,6,0.375,0,0,0,0,0,0,0,0,0,0
AVIATOR.S5,2,2,1,0,0,0,0,0,0,0,0,0,0
AVIATSA,1,1,1,0,0,0,0,0,0,0,0,0,0
AVINCIS,103,18,0.174757282,0,0,0,0,0,0,0,0,0,0
AVION EXPRESS,10,3,0.3,0,0,0,0,0,0,0,0,0,0
AVIONCO,1,1,1,0,0,0,0,0,0,0,0,0,0
AVIONORD,7,3,0.428571429,0,0,0,0,0,0,0,0,0,0
AVIOR AIRLINES,6,5,0.833333333,0,0,0,0,0,0,0,0,0,0
AVIOSTART,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0
AWA,15,10,0.666666667,0,0,0,0,0,0,0,0,0,0
AWESOME CARGO,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
AXIO,6,3,0.5,0,0,0,0,0,0,0,0,0,0
AXIS AVIATION,7,6,0.857142857,0,0,0,0,0,0,0,0,0,0
AZERBAIJAN AIRLINES,33,13,0.393939394,0.024242424,0.151515152,0,0.03030303,0,0,0.03030303,0,0.03030303,0.03030303
AZIMUTH,20,2,0.1,0,0,0,0,0,0,0,0,0,0
AZMAN AIR,5,4,0.8,0,0,0,0,0,0,0,0,0,0
AZORES AIRLINES,10,4,0.4,0.08,0.7,0,0,0,0,0.2,0,0.2,0
AZTEC AIRWAYS,13,5,0.384615385,0,0,0,0,0,0,0,0,0,0
AZUL,209,15,0.071770335,0.003827751,0.473684211,0,0,0,0,0.009569378,0,0.009569378,0
AZUL CONECTA,1,1,1,0,0,0,0,0,0,0,0,0,0
AZUR AIR,20,9,0.45,0,0,0,0,0,0,0,0,0,0
AZURE AVIATION,2,2,1,0,0,0,0,0,0,0,0,0,0
BAA TRAINING,7,5,0.714285714,0,0,0,0,0,0,0,0,0,0
BABCOCK,51,6,0.117647059,0,0,0,0,0,0,0,0,0,0
BADEN AIRCRAFT OPERATIONS,1,1,1,0,0,0,0,0,0,0,0,0,0
BADR AIRLINES,8,6,0.75,0,0,0,0,0,0,0,0,0,0
BAE SYSTEMS,3,3,1,0,0,0,0,0,0,0,0,0,0
BAHAMASAIR,10,6,0.6,0,0,0,0,0,0,0,0,0,0
BAHRAIN ROYAL FLIGHT,4,3,0.75,0,0,0,0,0,0,0,0,0,0
BAIRLINE,3,3,1,0,0,0,0,0,0,0,0,0,0
BAKER AVIATION,21,4,0.19047619,0,0,0,0,0,0,0,0,0,0
BAMBOO AIRWAYS,6,3,0.5,0.066666667,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0
BANGKOK AIRWAYS,26,4,0.153846154,0,0,0,0,0,0,0,0,0,0
BANKAIR,5,2,0.4,0,0,0,0,0,0,0,0,0,0
BAR XH AIR,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BARTOLINI AIR,31,11,0.35483871,0,0,0,0,0,0,0,0,0,0
BASSAKA AIR,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BATIK AIR,104,9,0.086538462,0.007692308,0.144230769,0,0,0,0,0.009615385,0.009615385,0.019230769,0
BBN AIRLINES,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
BBN AIRLINES INDONESIA,5,5,1,0,0,0,0,0,0,0,0,0,0
BEIJING AIRLINES,7,5,0.714285714,0,0,0,0,0,0,0,0,0,0
BEL AIR AVIATION,6,2,0.333333333,0,0,0,0,0,0,0,0,0,0
BELAVIA,14,9,0.642857143,0.028571429,0.071428571,0,0,0,0,0,0.071428571,0.071428571,0
BELGIUM - AIR FORCE,30,11,0.366666667,0,0,0,0,0,0,0,0,0,0
BELGIUM - NAVY,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0
BELL HELICOPTER,91,3,0.032967033,0,0,0,0,0,0,0,0,0,0
BELLAIR,10,5,0.5,0,0,0,0,0,0,0,0,0,0
BEMIDJI AVIATION,43,13,0.302325581,0,0,0,0,0,0,0,0,0,0
BENIN AIRLINES,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BEOND,2,2,1,0,0,0,0,0,0,0,0,0,0
BERING AIR,40,11,0.275,0,0,0,0,0,0,0,0,0,0
BERJAYA AIR,2,2,1,0,0,0,0,0,0,0,0,0,0
BERMUDAIR,4,2,0.5,0,0,0,0,0,0,0,0,0,0
BERNIQ AIRWAYS,7,2,0.285714286,0,0,0,0,0,0,0,0,0,0
BERRY AVIATION,20,6,0.3,0,0,0,0,0,0,0,0,0,0
BEST JETS INTERNATIONAL,2,2,1,0,0,0,0,0,0,0,0,0,0
BESTFLY ARUBA,12,10,0.833333333,0,0,0,0,0,0,0,0,0,0
BH AIR,1,0,0,0,0,0,0,0,0,0,0,0,0
BHUTAN AIRLINES,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BIG BEND COMMUNITY COLLEGE AVIATION,35,11,0.314285714,0,0,0,0,0,0,0,0,0,0
BIGHORN AIRWAYS,24,14,0.583333333,0,0,0,0,0,0,0,0,0,0
BIMAN BANGLADESH AIRLINES,21,7,0.333333333,0.038095238,0.285714286,0,0.095238095,0,0,0,0,0,0.095238095
BINAIR,4,1,0.25,0,0,0,0,0,0,0,0,0,0
BINTER CANARIAS,44,3,0.068181818,0,0.363636364,0,0,0,0,0,0,0,0
BIOFLIGHT,12,2,0.166666667,0,0,0,0,0,0,0,0,0,0
BIRDBASE AVIATION,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BLESSINGS AVIATION CHARTER,8,4,0.5,0,0,0,0,0,0,0,0,0,0
BLUE DART AVIATION,5,4,0.8,0,0,0,0,0,0,0,0,0,0
BLUE ISLANDS,5,2,0.4,0,0,0,0,0,0,0,0,0,0
BLUE SQUARE AVIATION,1,1,1,0,0,0,0,0,0,0,0,0,0
BLUEBIRD AIRWAYS,4,3,0.75,0,0,0,0,0,0,0,0,0,0
BLUEBIRD AVIATION,7,3,0.428571429,0,0,0,0,0,0,0,0,0,0
BLUESKY AIRWAYS,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
BOEING,334,26,0.077844311,0.008383234,0.425149701,0,0.002994012,0,0,0,0.017964072,0.017964072,0.002994012
BOLIVIANA DE AVIACION,26,16,0.615384615,0,0,0,0,0,0,0,0,0,0
BOOKAJET,1,1,1,0,0,0,0,0,0,0,0,0,0
BOUTIQUE AIR,14,2,0.142857143,0,0,0,0,0,0,0,0,0,0
BRA,17,4,0.235294118,0,0,0,0,0,0,0,0,0,0
BRASPRESS AIR CARGO,2,1,0.5,0,0,0,0,0,0,0,0,0,0
BRAVO AIRWAYS,2,2,1,0,0,0,0,0,0,0,0,0,0
BRAZIL - AIR FORCE,247,41,0.165991903,0,0,0,0,0,0,0,0,0,0
BRAZIL - ARMY,5,3,0.6,0,0,0,0,0,0,0,0,0,0
BRAZIL - NAVY,6,5,0.833333333,0,0,0,0,0,0,0,0,0,0
BREEZE AIRWAYS,54,3,0.055555556,0.011111111,0.796296296,0.018518519,0,0,0,0,0,0.018518519,0
BRIDGER AEROSPACE,17,5,0.294117647,0,0,0,0,0,0,0,0,0,0
BRILLIANT JET,1,1,1,0,0,0,0,0,0,0,0,0,0
BRISTOW HELICOPTERS,113,10,0.088495575,0,0,0,0,0,0,0,0,0,0
BRISTOW NIGERIA,6,2,0.333333333,0,0,0,0,0,0,0,0,0,0
BRITISH AIRWAYS,305,18,0.059016393,0.006557377,0.357377049,0,0.009836066,0.003278689,0,0.003278689,0,0.003278689,0.013114754
BRITISH INTERNATIONAL HELICOPTERS,5,2,0.4,0,0,0,0,0,0,0,0,0,0
BROMMA AIR MAINTENANCE,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
BRUSSELS AIRLINES,48,6,0.125,0.008333333,0.104166667,0,0,0,0,0.020833333,0,0.020833333,0
BUDAPEST AIRCRAFT SERVICE,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0
BUDDHA AIR,19,2,0.105263158,0,0,0,0,0,0,0,0,0,0
BUFFALO AIRWAYS,57,22,0.385964912,0,0,0,0,0,0,0,0,0,0
BUFFALO RIVER AVIATION,3,3,1,0,0,0,0,0,0,0,0,0,0
BUL AIR,8,5,0.625,0,0,0,0,0,0,0,0,0,0
BULGARIA - AIR FORCE,21,10,0.476190476,0,0,0,0,0,0,0,0,0,0
BULGARIA - GOVERNMENT,1,1,1,0,0,0,0,0,0,0,0,0,0
BULGARIA AIR,14,5,0.357142857,0.085714286,0.5,0.142857143,0,0,0,0,0,0.142857143,0
BURAQ AIR,5,2,0.4,0,0,0,0,0,0,0,0,0,0
BUSINESS AVIATION ASIA,7,6,0.857142857,0,0,0,0,0,0,0,0,0,0
BUSINESS WINGS,4,3,0.75,0,0,0,0,0,0,0,0,0,0
BUZZ,12,1,0.083333333,0.033333333,1,0,0,0,0,0,0.083333333,0.083333333,0
BYSKY,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0
CAA,10,6,0.6,0,0,0,0,0,0,0,0,0,0
CABO VERDE AIRLINES,2,2,1,0.2,0.5,0,0,0,0,0,0.5,0.5,0
CAE,124,13,0.10483871,0,0,0,0,0,0,0,0,0,0
CAE AVIATION,2,2,1,0,0,0,0,0,0,0,0,0,0
CAICOS EXPRESS AIRWAYS,8,4,0.5,0,0,0,0,0,0,0,0,0,0
CALM AIR,6,3,0.5,0,0,0,0,0,0,0,0,0,0
CALSTAR,14,5,0.357142857,0,0,0,0,0,0,0,0,0,0
CAMAIR-CO,5,4,0.8,0,0,0,0,0,0,0,0,0,0
CAMBODIA AIRWAYS,6,3,0.5,0,0,0,0,0,0,0,0,0,0
CAMEX AIRLINES,3,3,1,0,0,0,0,0,0,0,0,0,0
CANADA - COAST GUARD,26,3,0.115384615,0,0,0,0,0,0,0,0,0,0
CANADA - DEPARTMENT OF TRANSPORT,37,8,0.216216216,0,0,0,0,0,0,0,0,0,0
CANADA - ONTARIO MINISTRY OF NATURAL RESOURCES,25,5,0.2,0,0,0,0,0,0,0,0,0,0
CANADA - ROYAL CANADIAN AIR FORCE,155,26,0.167741935,0,0,0,0,0,0,0,0,0,0
CANADA - ROYAL CANADIAN MOUNTED POLICE,1,1,1,0,0,0,0,0,0,0,0,0,0
CANADA - SASKATCHEWAN AIR AMBULANCE SERVICE,4,1,0.25,0,0,0,0,0,0,0,0,0,0
CANADIAN AIRWAYS CONGO,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
CANADIAN NORTH,33,16,0.484848485,0,0,0,0,0,0,0,0,0,0
CANARYFLY,6,1,0.166666667,0,0,0,0,0,0,0,0,0,0
CANAVIA,12,6,0.5,0,0,0,0,0,0,0,0,0,0
CANLINK AVIATION,59,6,0.101694915,0,0,0,0,0,0,0,0,0,0
CANWEST AIR,19,6,0.315789474,0,0,0,0,0,0,0,0,0,0
CAPE AIR,103,4,0.038834951,0,0,0,0,0,0,0,0,0,0
CAPITAL AIR AMBULANCE,4,2,0.5,0,0,0,0,0,0,0,0,0,0
CAPITAL AIRLINES,88,14,0.159090909,0.004545455,0.113636364,0,0,0,0,0.011363636,0,0.011363636,0
CAPITAL CITY AIR CARRIERS,3,3,1,0,0,0,0,0,0,0,0,0,0
CARDIG AIR,1,1,1,0,0,0,0,0,0,0,0,0,0
CAREFLIGHT,16,8,0.5,0,0,0,0,0,0,0,0,0,0
CARGO AIR,11,11,1,0,0,0,0,0,0,0,0,0,0
CARGOJET AIRWAYS,40,21,0.525,0,0,0,0,0,0,0,0,0,0
CARGOLUX,30,6,0.2,0,0,0,0,0,0,0,0,0,0
CARIBBEAN AIRLINES,20,3,0.15,0.02,0.45,0,0,0,0,0,0.05,0.05,0
CARPATAIR,3,3,1,0,0,0,0,0,0,0,0,0,0
CARSON AIR,22,6,0.272727273,0,0,0,0,0,0,0,0,0,0
CASPIAN AIRLINES,11,3,0.272727273,0,0,0,0,0,0,0,0,0,0
CASTLE AVIATION,20,8,0.4,0,0,0,0,0,0,0,0,0,0
CATHAY PACIFIC,179,10,0.055865922,0.004469274,0.357541899,0,0,0.011173184,0,0,0,0,0.011173184
CATREUS,5,4,0.8,0,0,0,0,0,0,0,0,0,0
CAVOK AIR,5,3,0.6,0,0,0,0,0,0,0,0,0,0
CAYMAN AIRWAYS,9,3,0.333333333,0.044444444,0.444444444,0,0,0,0,0,0.111111111,0.111111111,0
CB SKYSHARE,10,5,0.5,0,0,0,0,0,0,0,0,0,0
CEBU PACIFIC,92,7,0.076086957,0.004347826,0.565217391,0,0,0,0,0.010869565,0,0.010869565,0
CEIBA INTERCONTINENTAL,3,3,1,0,0,0,0,0,0,0,0,0,0
CEMAIR,21,10,0.476190476,0,0,0,0,0,0,0,0,0,0
CENTRAL AIR SOUTHWEST,27,2,0.074074074,0,0,0,0,0,0,0,0,0,0
CENTRAL AIRLINES,9,7,0.777777778,0,0,0,0,0,0,0,0,0,0
CENTRAL MOUNTAIN AIR,27,5,0.185185185,0,0,0,0,0,0,0,0,0,0
CENTRELINE,10,7,0.7,0,0,0,0,0,0,0,0,0,0
CHABAHAR AIRLINES,6,2,0.333333333,0,0,0,0,0,0,0,0,0,0
CHAIR AIRLINES,4,2,0.5,0,0,0,0,0,0,0,0,0,0
CHALAIR AVIATION,11,4,0.363636364,0,0,0,0,0,0,0,0,0,0
CHALLENGE AIRLINES BE,7,7,1,0,0,0,0,0,0,0,0,0,0
CHARTER AIRLINES,9,1,0.111111111,0,0,0,0,0,0,0,0,0,0
CHARTER JETS,4,4,1,0,0,0,0,0,0,0,0,0,0
CHARTRIGHT AIR,21,15,0.714285714,0,0,0,0,0,0,0,0,0,0
CHC HELICOPTER,91,11,0.120879121,0,0,0,0,0,0,0,0,0,0
CHENGDU AIRLINES,82,6,0.073170732,0.009756098,0.207317073,0,0,0,0,0.024390244,0,0.024390244,0
CHEVRON USA,11,3,0.272727273,0,0,0,0,0,0,0,0,0,0
CHICAGO JET GROUP,4,2,0.5,0,0,0,0,0,0,0,0,0,0
CHINA - AIR FORCE,16,7,0.4375,0,0,0,0,0,0,0,0,0,0
CHINA - CIVIL AVIATION ADMINISTRATION,20,4,0.2,0,0,0,0,0,0,0,0,0,0
CHINA AIRLINES,85,10,0.117647059,0.004705882,0.376470588,0,0,0.011764706,0,0,0,0,0.011764706
CHINA CARGO AIRLINES,17,2,0.117647059,0,0,0,0,0,0,0,0,0,0
CHINA EASTERN AIRLINES,671,23,0.034277198,0.002980626,0.248882265,0,0.001490313,0.001490313,0,0.002980626,0.001490313,0.004470939,0.002980626
CHINA EXPRESS AIRLINES,78,6,0.076923077,0.005128205,0.256410256,0,0,0,0,0.012820513,0,0.012820513,0
CHINA FLIGHT GENERAL AVIATION COMPANY,2,2,1,0,0,0,0,0,0,0,0,0,0
CHINA POSTAL AIRLINES,39,15,0.384615385,0,0,0,0,0,0,0,0,0,0
CHINA SOUTHERN AIRLINES,681,30,0.044052863,0.005286344,0.348017621,0,0.002936858,0.001468429,0,0.007342144,0.001468429,0.008810573,0.004405286
CHINA SOUTHERN AIRLINES GENERAL AVIATION,6,3,0.5,0,0,0,0,0,0,0,0,0,0
CHINA SOUTHERN CARGO,11,2,0.181818182,0,0,0,0,0,0,0,0,0,0
CHINA UNITED AIRLINES,59,5,0.084745763,0,0,0,0,0,0,0,0,0,0
CHODANG UNIVERSITY,13,1,0.076923077,0,0,0,0,0,0,0,0,0,0
CHONGQING AIRLINES,36,8,0.222222222,0.011111111,0.333333333,0,0,0,0,0.027777778,0,0.027777778,0
CHRONO AVIATION,10,4,0.4,0,0,0,0,0,0,0,0,0,0
CHRONO JET,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
CITIC OFFSHORE HELICOPTER,31,6,0.193548387,0,0,0,0,0,0,0,0,0,0
CITILINK,59,6,0.101694915,0.006779661,0.169491525,0,0,0,0,0.016949153,0,0.016949153,0
CITYJET,8,2,0.25,0,0,0,0,0,0,0,0,0,0
CIVIL AIR PATROL,659,29,0.04400607,0,0,0,0,0,0,0,0,0,0
CIVIL AVIATION FLIGHT UNIVERSITY OF CHINA,78,7,0.08974359,0,0,0,0,0,0,0,0,0,0
CLASS AVIATION,1,1,1,0,0,0,0,0,0,0,0,0,0
CLAY LACY AVIATION,1,1,1,0,0,0,0,0,0,0,0,0,0
CLIC,20,3,0.15,0,0,0,0,0,0,0,0,0,0
CLIPPERJET,1,1,1,0,0,0,0,0,0,0,0,0,0
CM AIRLINES,1,1,1,0,0,0,0,0,0,0,0,0,0
CMA CGM AIR CARGO,5,2,0.4,0,0,0,0,0,0,0,0,0,0
COASTAL AVIATION,9,3,0.333333333,0,0,0,0,0,0,0,0,0,0
COLOMBIA - AIR FORCE,122,30,0.245901639,0,0,0,0,0,0,0,0,0,0
COLORFUL GUIZHOU AIRLINES,20,2,0.1,0.02,0.55,0,0,0,0,0.05,0,0.05,0
COLORFUL YUNNAN AIRLINES,1,1,1,0,0,0,0,0,0,0,0,0,0
COMLUX,6,5,0.833333333,0.166666667,0.5,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667
COMMUTEAIR,1,1,1,0,0,0,0,0,0,0,0,0,0
COMPAGNIA AERONAUTICA ITALIANA,1,1,1,0,0,0,0,0,0,0,0,0,0
COMPASS AIR CARGO,7,6,0.857142857,0,0,0,0,0,0,0,0,0,0
CONAIR,75,19,0.253333333,0,0,0,0,0,0,0,0,0,0
CONDOR,70,9,0.128571429,0.005714286,0.385714286,0,0,0,0,0.014285714,0,0.014285714,0
CONOCOPHILLIPS,6,4,0.666666667,0,0,0,0,0,0,0,0,0,0
CONQUEST AIR,2,1,0.5,0,0,0,0,0,0,0,0,0,0
CONSTANTA AIRLINE,2,2,1,0,0,0,0,0,0,0,0,0,0
CONTOUR AVIATION,44,12,0.272727273,0,0,0,0,0,0,0,0,0,0
CONVIASA,24,8,0.333333333,0,0,0,0,0,0,0,0,0,0
COPA AIRLINES,106,6,0.056603774,0.00754717,0.358490566,0,0,0,0,0,0.018867925,0.018867925,0
COPENHAGEN AIRTAXI,6,6,1,0,0,0,0,0,0,0,0,0,0
CORENDON AIRLINES,32,19,0.59375,0.025,0.28125,0,0,0,0,0,0.0625,0.0625,0
CORPORATE AIR,1,1,1,0,0,0,0,0,0,0,0,0,0
CORPORATE JET,2,1,0.5,0,0,0,0,0,0,0,0,0,0
CORSAIR,10,2,0.2,0,0.9,0,0,0,0,0,0,0,0
COSTA RICA - MINISTRY OF PUBLIC SECURITY,10,6,0.6,0,0,0,0,0,0,0,0,0,0
COSTA RICA GREEN AIRWAYS,5,3,0.6,0,0,0,0,0,0,0,0,0,0
COULSON AVIATION,15,5,0.333333333,0,0,0,0,0,0,0,0,0,0
CRANFIELD FLIGHT TRAINING,5,5,1,0,0,0,0,0,0,0,0,0,0
CROATIA - AIR FORCE,7,7,1,0,0,0,0,0,0,0,0,0,0
CROATIA AIRLINES,16,4,0.25,0.0375,0.3125,0.0625,0,0,0,0,0,0.0625,0
CRONOS AIRLINES,4,4,1,0,0,0,0,0,0,0,0,0,0
CRONOS AIRLINES BENIN,1,1,1,0,0,0,0,0,0,0,0,0,0
CROSS AVIATION,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
CROWN AIRLINES,1,1,1,0,0,0,0,0,0,0,0,0,0
CRYSTAL AIR,6,6,1,0,0,0,0,0,0,0,0,0,0
CTP AVIATION,6,6,1,0,0,0,0,0,0,0,0,0,0
CUBANA,9,5,0.555555556,0,0,0,0,0,0,0,0,0,0
CYGNUS AIR,5,4,0.8,0,0,0,0,0,0,0,0,0,0
CYPRUS AIRWAYS,6,2,0.333333333,0.1,0.666666667,0.166666667,0,0,0,0,0,0.166666667,0
CZECHIA - AIR FORCE,21,7,0.333333333,0,0,0,0,0,0,0,0,0,0
DAALLO AIRLINES,4,4,1,0,0,0,0,0,0,0,0,0,0
DALIAN AIRLINES,13,2,0.153846154,0,0,0,0,0,0,0,0,0,0
DAN AIR,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
DANA AIR,7,4,0.571428571,0,0,0,0,0,0,0,0,0,0
DAS PRIVATE JETS,5,4,0.8,0,0,0,0,0,0,0,0,0,0
DASSAULT FALCON SERVICE,8,5,0.625,0,0,0,0,0,0,0,0,0,0
DAT,23,11,0.47826087,0,0,0,0,0,0,0,0,0,0
DB AVIATION,4,3,0.75,0,0,0,0,0,0,0,0,0,0
DE HAVILLAND CANADA,23,4,0.173913043,0,0,0,0,0,0,0,0,0,0
DEA AVIATION,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
DEER JET,15,6,0.4,0,0,0,0,0,0,0,0,0,0
DEER JET BEIJING,7,5,0.714285714,0.057142857,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0
DELTA AIR LINES,1302,37,0.028417819,0.001228879,0.176651306,0.001536098,0,0.000768049,0,0,0,0.001536098,0.000768049
DELTA STATE UNIVERSITY AVIATION,28,7,0.25,0,0,0,0,0,0,0,0,0,0
DESERT JET,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
DEXTER AIR TAXI,5,2,0.4,0,0,0,0,0,0,0,0,0,0
DHL AIR,231,69,0.298701299,0,0,0,0,0,0,0,0,0,0
DIAMOND SKY,5,4,0.8,0,0,0,0,0,0,0,0,0,0
DIGAJET,4,1,0.25,0,0,0,0,0,0,0,0,0,0
DIRECT2,1,1,1,0,0,0,0,0,0,0,0,0,0
DISCOVER AIRLINES,30,3,0.1,0,0,0,0,0,0,0,0,0,0
DIVI DIVI AIR,5,3,0.6,0,0,0,0,0,0,0,0,0,0
DOKIA AIR,1,1,1,0,0,0,0,0,0,0,0,0,0
DONGHAI AIRLINES,24,4,0.166666667,0.016666667,0.083333333,0,0,0,0,0,0.041666667,0.041666667,0
DORNIER AVIATION NIGERIA AIEP,4,2,0.5,0,0,0,0,0,0,0,0,0,0
DRAGONFLY EXECUTIVE,4,4,1,0,0,0,0,0,0,0,0,0,0
DRAKEN EUROPE,29,10,0.344827586,0,0,0,0,0,0,0,0,0,0
DREAMLINE AVIATION,11,7,0.636363636,0,0,0,0,0,0,0,0,0,0
DRF LUFTRETTUNG,54,5,0.092592593,0,0,0,0,0,0,0,0,0,0
DRUK AIR,7,4,0.571428571,0.057142857,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0
E+S AIR,12,1,0.083333333,0,0,0,0,0,0,0,0,0,0
E-AVIATION,4,4,1,0,0,0,0,0,0,0,0,0,0
E-CARGO AIRLINES,1,1,1,0,0,0,0,0,0,0,0,0,0
EADS CASA,6,3,0.5,0,0,0,0,0,0,0,0,0,0
EAGLE AIR ICELAND,3,1,0.333333333,0,0,0,0,0,0,0,0,0,0
EAGLE CREEK AVIATION,2,2,1,0,0,0,0,0,0,0,0,0,0
EAGLEMED,17,3,0.176470588,0,0,0,0,0,0,0,0,0,0
EAS BARCELONA,15,4,0.266666667,0,0,0,0,0,0,0,0,0,0
EAST COAST FLIGHT SERVICES,2,2,1,0,0,0,0,0,0,0,0,0,0
EAST COAST JETS,5,3,0.6,0,0,0,0,0,0,0,0,0,0
EAST WING,2,2,1,0,0,0,0,0,0,0,0,0,0
EASTAR JET,15,5,0.333333333,0.026666667,0.333333333,0,0,0,0,0,0.066666667,0.066666667,0
EASTERN AIR EXPRESS,23,11,0.47826087,0,0,0,0,0,0,0,0,0,0
EASTERN AIRLINES,2,2,1,0,0,0,0,0,0,0,0,0,0
EASTERN AIRWAYS,19,5,0.263157895,0,0,0,0,0,0,0,0,0,0
EASY CHARTER,1,1,1,0,0,0,0,0,0,0,0,0,0
EASYJET,358,5,0.01396648,0.001117318,0.265363128,0,0,0,0,0.002793296,0,0.002793296,0
EATIS,1,1,1,0,0,0,0,0,0,0,0,0,0
EC CHARTER,3,3,1,0,0,0,0,0,0,0,0,0,0
ECOJET,4,2,0.5,0,0,0,0,0,0,0,0,0,0
ECUADOR - AIR FORCE,22,8,0.363636364,0,0,0,0,0,0,0,0,0,0
EDELWEISS AIR,21,3,0.142857143,0.019047619,0.095238095,0,0,0.047619048,0,0,0,0,0.047619048
EGT JET,3,2,0.666666667,0,0,0,0,0,0,0,0,0,0
EGYPT - AIR FORCE,56,13,0.232142857,0,0,0,0,0,0,0,0,0,0
EGYPTAIR,67,10,0.149253731,0.011940299,0.343283582,0,0.014925373,0,0,0.014925373,0,0.014925373,0.014925373
EGYPTAIR CARGO,5,3,0.6,0,0,0,0,0,0,0,0,0,0
EIS AIRCRAFT,12,4,0.333333333,0,0,0,0,0,0,0,0,0,0
EJM EUROPE,9,8,0.888888889,0,0,0,0,0,0,0,0,0,0
ELAN EXPRESS,1,1,1,0,0,0,0,0,0,0,0,0,0
ELANGENI,6,4,0.666666667,0,0,0,0,0,0,0,0,0,0
ELECTRA AIRWAYS,7,3,0.428571429,0,0,0,0,0,0,0,0,0,0
ELEMENTAL AVIATION,2,2,1,0,0,0,0,0,0,0,0,0,0
ELIFRIULIA,17,3,0.176470588,0,0,0,0,0,0,0,0,0,0
ELILOMBARDA,5,3,0.6,0,0,0,0,0,0,0,0,0,0
ELIN GROUP,1,1,1,0,0,0,0,0,0,0,0,0,0
