airline,fleet_size,n_models,diversity,modernity_index,new_gen_share,cluster
FREEDOM AIR,1,1.0,1.0,0.0,0.0,0
FREEDOM AIRLINE EXPRESS,6,5.0,0.8333333333333334,0.0,0.0,0
FREIGHT RUNNERS EXPRESS,15,5.0,0.3333333333333333,0.0,0.0,0
FRENCH BEE,6,2.0,0.3333333333333333,0.133333333,1.0,1
FRONTIER AIRLINES,164,4.0,0.024390243902439,0.002439024,0.8353658536585366,1
FROST,4,1.0,0.25,0.0,0.0,0
FSH AVIATION,3,2.0,0.6666666666666666,0.0,0.0,0
FTL AIRLINES,1,1.0,1.0,0.0,0.0,0
FUJI DREAM AIRLINES,16,3.0,0.1875,0.0,0.0,0
FUZHOU AIRLINES,16,7.0,0.4375,0.025,0.125,0
GAINJET,5,3.0,0.6,0.0,0.0,0
GALISTAIR INFINITE AVIATION,2,2.0,1.0,0.0,0.0,0
GAMA AVIATION,16,13.0,0.8125,0.0,0.0,0
GARMIN,8,8.0,1.0,0.0,0.0,0
GARUDA INDONESIA,74,12.0,0.1621621621621621,0.0,0.0675675675675675,0
GAZPROMAVIA,39,16.0,0.4102564102564102,0.0,0.0,0
GELIX AIRLINES,4,1.0,0.25,0.0,0.0,0
GENERAL ATOMIC AEROTECH SYSTEMS,2,2.0,1.0,0.0,0.0,0
GENEX,2,1.0,0.5,0.0,0.0,0
GENGHIS KHAN AIRLINES,7,1.0,0.1428571428571428,0.0,0.0,0
GEORGIAN AIRLINES,5,5.0,1.0,0.0,0.0,0
GEORGIAN AIRWAYS,10,10.0,1.0,0.0,0.0,0
GEORGIAN AVIATION UNIVERSITY,1,1.0,1.0,0.0,0.0,0
GEOSKY,5,5.0,1.0,0.0,0.0,0
GERMAN AIRWAYS,9,4.0,0.4444444444444444,0.0,0.0,0
GERMANY - AIR AMBULANCE,68,3.0,0.0441176470588235,0.0,0.0,0
GERMANY - AIR FORCE,87,18.0,0.2068965517241379,0.004597701,0.057471264367816,0
GERMANY - ARMY,34,7.0,0.2058823529411764,0.0,0.0,0
GERMANY - DLR FLUGBETRIEBE,10,10.0,1.0,0.0,0.0,0
GERMANY - NAVY,11,2.0,0.1818181818181818,0.0,0.0,0
GESELLSCHAFT FUR FLUGZIELDARSTELLUNG,16,3.0,0.1875,0.0,0.0,0
GESTAIR,20,14.0,0.7,0.0,0.0,0
GETJET AIRLINES,16,8.0,0.5,0.0,0.0,0
GHADAMES AIR TRANSPORT,1,1.0,1.0,0.0,0.0,0
GLENCORE CANADA,2,2.0,1.0,0.0,0.0,0
GLOBAL AIR CHARTERS,2,2.0,1.0,0.0,0.0,0
GLOBAL AIR TRANSPORT,3,1.0,0.3333333333333333,0.0,0.0,0
GLOBAL AVIATION,8,6.0,0.75,0.0,0.0,0
GLOBAL JET LUXEMBOURG,15,12.0,0.8,0.0,0.0,0
GLOBAL REACH AVIATION,2,2.0,1.0,0.0,0.0,0
GLOBALX,8,5.0,0.625,0.0,0.0,0
GLOBEAIR,20,1.0,0.05,0.0,0.0,0
GLOCK AVIATION,1,1.0,1.0,0.0,0.0,0
GO2SKY,3,2.0,0.6666666666666666,0.0,0.0,0
GOL LINHAS AEREAS,125,9.0,0.072,0.0032,0.456,1
GOLDECK-FLUG,2,2.0,1.0,0.0,0.0,0
GOODJET,4,4.0,1.0,0.0,0.0,0
GOUVERNEMENT DU QUEBEC,19,8.0,0.4210526315789473,0.0,0.0,0
GP AVIATION,3,3.0,1.0,0.0,0.0,0
GRAFAIR,3,2.0,0.6666666666666666,0.0,0.0,0
GRAND CANYON AIRLINES,10,2.0,0.2,0.0,0.0,0
GRAND CHINA AIR,3,1.0,0.3333333333333333,0.0,0.0,0
GRANT AVIATION,14,8.0,0.5714285714285714,0.0,0.0,0
GREATER BAY AIRLINES,7,3.0,0.4285714285714285,0.0,0.0,0
GREECE - AIR FORCE,49,17.0,0.3469387755102041,0.0,0.0,0
GREECE - ARMY,1,1.0,1.0,0.0,0.0,0
GREEN AFRICA,3,2.0,0.6666666666666666,0.0,0.0,0
GREYBIRD AVIATION,11,3.0,0.2727272727272727,0.0,0.0,0
GRYPHON AIR,1,1.0,1.0,0.0,0.0,0
GTA AIR,17,7.0,0.4117647058823529,0.0,0.0,0
GUARDIAN AIR,3,3.0,1.0,0.0,0.0,0
GULF AIR,43,6.0,0.1395348837209302,0.018604651,0.7209302325581395,1
GULF WINGS,3,2.0,0.6666666666666666,0.0,0.0,0
GULFSTREAM AEROSPACE,336,8.0,0.0238095238095238,0.0,0.0,0
GULLIVAIR,2,2.0,1.0,0.0,0.0,0
GUM AIR,9,7.0,0.7777777777777778,0.0,0.0,0
GUNA AIRLINES,7,3.0,0.4285714285714285,0.0,0.0,0
GX AIRLINES,21,4.0,0.1904761904761904,0.019047619,0.2857142857142857,1
HAHN AIR,2,2.0,1.0,0.0,0.0,0
HAI AU AVIATION,5,3.0,0.6,0.0,0.0,0
HAINAN AIRLINES,224,15.0,0.0669642857142857,0.007142857,0.2901785714285715,1
HAINAN LILY JET,1,1.0,1.0,0.0,0.0,0
HALA AIR,1,1.0,1.0,0.0,0.0,0
HALI-UNION,7,0.0,0.0,0.0,0.0,0
HANSEO UNIVERSITY FLIGHT EDUCATION CENTER,9,2.0,0.2222222222222222,0.0,0.0,0
HARCO AVIATION,5,4.0,0.8,0.0,0.0,0
HARMONY JETS,4,4.0,1.0,0.0,0.0,0
HAUTE AVIATION,1,1.0,1.0,0.0,0.0,0
HAWAIIAN AIRLINES,65,7.0,0.1076923076923077,0.012307692,0.3384615384615385,1
HAYWAYS,1,1.0,1.0,0.0,0.0,0
HEBEI AIRLINES,28,3.0,0.1071428571428571,0.0,0.0,0
HELI AIR MONACO,1,1.0,1.0,0.0,0.0,0
HELI AIR SERVICES,4,3.0,0.75,0.0,0.0,0
HELI HOLLAND,16,10.0,0.625,0.0,0.0,0
HELI SECURITE,2,1.0,0.5,0.0,0.0,0
HELI SERVICE INTERNATIONAL,10,2.0,0.2,0.0,0.0,0
HELI-TEAM,6,2.0,0.3333333333333333,0.0,0.0,0
HELIBRAVO,2,1.0,0.5,0.0,0.0,0
HELICOL,6,2.0,0.3333333333333333,0.0,0.0,0
HELIDUBAI,5,1.0,0.2,0.0,0.0,0
HELIJET INTERNATIONAL,14,6.0,0.4285714285714285,0.0,0.0,0
HELISERVICIO,9,4.0,0.4444444444444444,0.0,0.0,0
HELISTAR,24,14.0,0.5833333333333334,0.0,0.0,0
HELITRANS,25,5.0,0.2,0.0,0.0,0
HELITY COPTER AIRLINES,4,1.0,0.25,0.0,0.0,0
HELLOJETS,8,7.0,0.875,0.0,0.0,0
HELSINKI CITYCOPTER,3,2.0,0.6666666666666666,0.0,0.0,0
HELVETIC AIRWAYS,22,4.0,0.1818181818181818,0.0,0.5454545454545454,1
HERA FLIGHT,15,7.0,0.4666666666666667,0.0,0.0,0
HERON AVIATION,8,6.0,0.75,0.0,0.0,0
HESTON AIRLINES,10,4.0,0.4,0.0,0.0,0
HI FLY,13,8.0,0.6153846153846154,0.0,0.0,0
HIMALAYA AIRLINES,4,2.0,0.5,0.0,0.0,0
HINTERLAND AVIATION,16,5.0,0.3125,0.0,0.0,0
HISKY,8,4.0,0.5,0.0,0.25,0
HK EXPRESS,41,4.0,0.0975609756097561,0.009756098,0.5365853658536586,1
HOKKAIDO AIR SYSTEM,4,1.0,0.25,0.0,0.0,0
HONEYWELL INTERNATIONAL,2,2.0,1.0,0.0,0.0,0
HONG KONG AIR CARGO,5,1.0,0.2,0.0,0.0,0
HONG KONG AIRLINES,28,4.0,0.1428571428571428,0.0,0.0,0
HOP-A-JET,7,3.0,0.4285714285714285,0.0,0.0,0
HOPER,5,4.0,0.8,0.0,0.0,0
HOVERFLY,3,2.0,0.6666666666666666,0.0,0.0,0
HTM HELICOPTER TRAVEL MUNICH,15,3.0,0.2,0.0,0.0,0
HUBEI SKY-BLUE INTERNATIONAL AVIATION ACADEMY,3,1.0,0.3333333333333333,0.0,0.0,0
HUMMINGBIRD AVIATION,3,3.0,1.0,0.0,0.0,0
HUNGARY - AIR FORCE,7,3.0,0.4285714285714285,0.0,0.0,0
HUNGARY AIRLINES,1,1.0,1.0,0.0,0.0,0
HUNNU AIR,6,5.0,0.8333333333333334,0.0,0.1666666666666667,0
HYDRO-QUABEC,4,0.0,0.0,0.0,0.0,0
HYPERION AVIATION,7,6.0,0.8571428571428571,0.0,0.0,0
I-FLY,6,3.0,0.5,0.0,0.0,0
I-FLY AIR,3,2.0,0.6666666666666666,0.0,0.0,0
IAS MEDICAL,7,3.0,0.4285714285714285,0.0,0.0,0
IASCO FLIGHT TRAINING,24,2.0,0.0833333333333333,0.0,0.0,0
IBC AIRWAYS,15,4.0,0.2666666666666666,0.0,0.0,0
IBERIA,137,16.0,0.1167883211678832,0.008759124,0.3211678832116788,1
IBERIA EXPRESS,29,4.0,0.1379310344827586,0.0,0.4137931034482759,1
IBEROJET,8,4.0,0.5,0.05,0.5,1
IBEX AIRLINES,9,1.0,0.1111111111111111,0.0,0.0,0
IBOM AIR,7,2.0,0.2857142857142857,0.085714286,0.2857142857142857,1
ICAR AIR,1,1.0,1.0,0.0,0.0,0
ICELANDAIR,46,11.0,0.2391304347826087,0.017391304,0.5434782608695652,1
ICS-AERO,2,2.0,1.0,0.0,0.0,0
IFA - INSTITUTO DE FORMACAO AERONAUTICA,16,10.0,0.625,0.0,0.0,0
IFL GROUP,22,7.0,0.3181818181818182,0.0,0.0,0
IKAR,8,3.0,0.375,0.0,0.0,0
IMAGE AIR CHARTER,1,1.0,1.0,0.0,0.0,0
IMPERIALJET,1,1.0,1.0,0.0,0.0,0
INDIA - AIR FORCE,273,36.0,0.1318681318681318,0.0,0.0,1
INDIANA STATE UNIVERSITY FLIGHT ACADEMY,14,4.0,0.2857142857142857,0.0,0.0,0
INDIAONE AIR,2,1.0,0.5,0.0,0.0,0
INDIGO,408,12.0,0.0294117647058823,0.002941176,0.803921568627451,1
INITIUM AVIATION,4,4.0,1.0,0.0,0.0,0
INNER MONGOLIA NORTHERN EXPRESS,1,1.0,1.0,0.0,0.0,0
INTEL AIR SHUTTLE,2,1.0,0.5,0.0,0.0,0
INTERCARIBBEAN AIRWAYS,21,10.0,0.4761904761904761,0.0,0.0,0
INTERJET WEST,1,1.0,1.0,0.0,0.0,0
INTERNATIONAL COMMITTEE OF THE RED CROSS,1,1.0,1.0,0.0,0.0,0
INTERNATIONAL JET,6,4.0,0.6666666666666666,0.0,0.0,0
INTERNATIONAL JET MANAGEMENT,11,11.0,1.0,0.0,0.0,0
IRAERO,9,4.0,0.4444444444444444,0.0,0.0,0
IRAN AIR,32,10.0,0.3125,0.0,0.0,0
IRAN AIRTOUR,17,8.0,0.4705882352941176,0.0,0.0,0
IRAN ASEMAN AIRLINES,16,6.0,0.375,0.0,0.0,0
IRAQ GATE COMPANY,5,3.0,0.6,0.0,0.0,0
IRAQI AIRWAYS,28,9.0,0.3214285714285714,0.05,0.4642857142857143,1
ISLAND AVIATION,2,1.0,0.5,0.0,0.0,0
ISLAND WINGS CHARTER,2,2.0,1.0,0.0,0.0,0
ITA AIRWAYS,102,11.0,0.1078431372549019,0.023529412,0.6666666666666666,1
ITALFLY,11,8.0,0.7272727272727273,0.0,0.0,0
ITALY - AIR FORCE,201,40.0,0.1990049751243781,0.0,0.0,1
ITALY - ARMY,37,7.0,0.1891891891891892,0.0,0.0,0
ITALY - COAST GUARD,20,4.0,0.2,0.0,0.0,0
ITALY - NAVY,36,5.0,0.1388888888888889,0.0,0.0,0
IXAIR,4,3.0,0.75,0.0,0.0,0
IZHAVIA,7,4.0,0.5714285714285714,0.0,0.0,0
J D AVIATION,2,2.0,1.0,0.0,0.0,0
JAMBOJET,9,1.0,0.1111111111111111,0.0,0.0,0
JAPAN AIR COMMUTER,11,2.0,0.1818181818181818,0.0,0.0,0
JAPAN AIRLINES,151,8.0,0.0529801324503311,0.010596026,0.4635761589403973,1
JAPAN TRANSOCEAN AIR,19,3.0,0.1578947368421052,0.0,0.0,0
JAYAWIJAYA DIRGANTARA,1,1.0,1.0,0.0,0.0,0
JAZEERA AIRWAYS,23,2.0,0.0869565217391304,0.017391304,0.4782608695652174,1
JDL AIRLINES,10,4.0,0.4,0.0,0.0,0
JEJU AIR,43,15.0,0.3488372093023256,0.009302326,0.1162790697674419,0
JET ACCESS,3,2.0,0.6666666666666666,0.0,0.0,0
JET AIR GROUP,3,3.0,1.0,0.0,0.0,0
JET AVIATION BUSINESS JETS,6,5.0,0.8333333333333334,0.0,0.0,0
JET AVIATION BUSINESS JETS DEUTSCHLAND,1,1.0,1.0,0.0,0.0,0
JET AVIATION FLIGHT SERVICES,4,4.0,1.0,0.0,0.0,0
JET CONCIERGE CLUB,1,1.0,1.0,0.0,0.0,0
JET EDGE,6,4.0,0.6666666666666666,0.0,0.0,0
JET EXECUTIVE,4,2.0,0.5,0.0,0.0,0
JET FLY AIRLINE,3,2.0,0.6666666666666666,0.0,0.0,0
JET IT,8,3.0,0.375,0.0,0.0,0
JET LINX AVIATION,133,42.0,0.3157894736842105,0.0,0.0,0
JET LOGISTICS,5,4.0,0.8,0.0,0.0,0
JET NET SERVICES,2,2.0,1.0,0.0,0.0,0
JET OUT,9,3.0,0.3333333333333333,0.0,0.0,0
JET RESCUE AIR AMBULANCE,4,3.0,0.75,0.0,0.0,0
JET STORY,10,9.0,0.9,0.0,0.0,0
JET-A,1,1.0,1.0,0.0,0.0,0
JET2,131,30.0,0.2290076335877862,0.0,0.1374045801526718,1
JETBEE,4,2.0,0.5,0.0,0.0,0
JETBLUE,295,7.0,0.023728813559322,0.002033898,0.2915254237288136,1
JETCALL,1,1.0,1.0,0.0,0.0,0
JETFLY AVIATION,43,4.0,0.0930232558139534,0.0,0.0,0
JETICA,7,5.0,0.7142857142857143,0.0,0.0,0
JETKONTOR,3,3.0,1.0,0.0,0.0,0
JETNETHERLANDS,10,9.0,0.9,0.0,0.0,0
JETNEXA,1,1.0,1.0,0.0,0.0,0
JETOLOGY,2,2.0,1.0,0.0,0.0,0
JETRIGHT,10,5.0,0.5,0.0,0.0,0
JETSET,3,3.0,1.0,0.0,0.0,0
JETSMART,49,3.0,0.0612244897959183,0.008163265,0.7755102040816326,1
JETSTAR,125,5.0,0.04,0.0064,0.312,1
JETSTREAM,9,4.0,0.4444444444444444,0.0,0.0,0
JETSTREAM AVIATION CONGO,1,1.0,1.0,0.0,0.0,0
JETTIME,14,10.0,0.7142857142857143,0.0,0.0,0
JETWAYS AIRLINES,4,3.0,0.75,0.0,0.0,0
JHONLIN AIR TRANSPORT,4,4.0,1.0,0.0,0.0,0
JIANGSU JET,1,1.0,1.0,0.0,0.0,0
JIANGXI AIR,18,3.0,0.1666666666666666,0.0,0.0,0
JIANGXI EXPRESS AVIATION,11,1.0,0.0909090909090909,0.0,0.0,0
JIN AIR,31,7.0,0.2258064516129032,0.012903226,0.1612903225806452,0
JINXIANG AIRLINES,3,2.0,0.6666666666666666,0.0,0.0,0
JIVAIR,2,2.0,1.0,0.0,0.0,0
JOINJET,6,4.0,0.6666666666666666,0.0,0.0,0
JONAIR,6,4.0,0.6666666666666666,0.0,0.0,0
JONIKA,2,2.0,1.0,0.0,0.0,0
JORDAN - AIR FORCE,31,8.0,0.2580645161290322,0.0,0.0,0
JORDAN AVIATION,7,5.0,0.7142857142857143,0.0,0.0,0
JOURNEY AVIATION,8,5.0,0.625,0.0,0.0,0
JS AVIATION,2,2.0,1.0,0.0,0.0,0
JSX,72,4.0,0.0555555555555555,0.0,0.0,0
JUMP AIR,2,1.0,0.5,0.0,0.0,0
JUNEYAO AIR,103,6.0,0.058252427184466,0.00776699,0.4466019417475728,1
JUNG SKY,3,1.0,0.3333333333333333,0.0,0.0,0
K&R AVIATION,9,4.0,0.4444444444444444,0.0,0.0,0
K-MILE AIR,7,5.0,0.7142857142857143,0.0,0.0,0
KAISERAIR,3,3.0,1.0,0.0,0.0,0
KALITTA AIR,31,10.0,0.3225806451612903,0.0,0.0,0
KALITTA CHARTERS,29,10.0,0.3448275862068966,0.0,0.0,0
KALITTA CHARTERS II,12,9.0,0.75,0.0,0.0,0
KAM AIR,11,4.0,0.3636363636363636,0.0,0.0,0
KAMAKA AIR,10,6.0,0.6,0.0,0.0,0
KANGALA AIR EXPRESS,1,1.0,1.0,0.0,0.0,0
KANSAS STATE UNIVERSITY AVIATION,32,8.0,0.25,0.0,0.0,0
KARUN AIRLINES,13,5.0,0.3846153846153846,0.0,0.0,0
KAZ AIR JET,7,6.0,0.8571428571428571,0.0,0.0,0
KEEWATIN AIR,3,2.0,0.6666666666666666,0.0,0.0,0
KENAI AVIATION,2,1.0,0.5,0.0,0.0,0
KENMORE AIR,34,9.0,0.2647058823529412,0.0,0.0,0
KENN BOREK AIR,35,8.0,0.2285714285714285,0.0,0.0,0
KENT STATE UNIVERSITY COLLEGE OF AERONAUTICS,37,8.0,0.2162162162162162,0.0,0.0,0
KENYA AIRWAYS,35,9.0,0.2571428571428571,0.011428571,0.2571428571428571,1
KEY LIME AIR,24,8.0,0.3333333333333333,0.0,0.0,0
KF AEROSPACE,6,4.0,0.6666666666666666,0.0,0.0,0
KHABAVIA,4,2.0,0.5,0.0,0.0,0
KISH AIR,11,4.0,0.3636363636363636,0.0,0.0,0
KLASJET,13,10.0,0.7692307692307693,0.0,0.0,0
KLM,193,18.0,0.0932642487046632,0.004145078,0.2953367875647668,1
KM MALTA AIRLINES,8,1.0,0.125,0.05,1.0,1
KN HELICOPTERS,9,4.0,0.4444444444444444,0.0,0.0,0
KOLOB CANYONS AIR SERVICES,4,1.0,0.25,0.0,0.0,0
KOREA AEROSPACE UNIVERSITY,19,3.0,0.1578947368421052,0.0,0.0,0
KOREA AVIATION COLLEGE,8,3.0,0.375,0.0,0.0,0
KOREA NATIONAL UNIVERSITY OF TRANSPORTATION,5,1.0,0.2,0.0,0.0,0
KOREAN AIR,161,26.0,0.1614906832298136,0.016149068,0.3664596273291926,1
KRASAVIA,19,6.0,0.3157894736842105,0.0,0.0,0
KUDLIK AVIATION,3,1.0,0.3333333333333333,0.0,0.0,0
KUNMING AIRLINES,31,6.0,0.1935483870967742,0.012903226,0.064516129032258,0
KUSH AVIATION,3,2.0,0.6666666666666666,0.0,0.0,0
KUWAIT AIRWAYS,31,6.0,0.1935483870967742,0.012903226,0.5483870967741935,1
KYUNGWOON UNIVERSITY,8,3.0,0.375,0.0,0.0,0
L.J. AVIATION,14,10.0,0.7142857142857143,0.0,0.0,0
L3HARRIS AIRLINE ACADEMY,110,8.0,0.0727272727272727,0.0,0.0,0
LA COMPAGNIE,2,1.0,0.5,0.0,1.0,1
LA COSTENA,4,1.0,0.25,0.0,0.0,0
LABCORP,13,3.0,0.2307692307692307,0.0,0.0,0
LAM,3,1.0,0.3333333333333333,0.0,0.0,0
LANEXANG,2,1.0,0.5,0.0,0.0,0
LANEXANG AIRWAYS INTERNATIONAL,2,1.0,0.5,0.0,0.0,0
LAO AIRLINES,12,4.0,0.3333333333333333,0.0,0.0,0
LAO SKYWAY,4,3.0,0.75,0.0,0.0,0
LAS CARGO,4,4.0,1.0,0.0,0.0,0
LASER AIRLINES,8,3.0,0.375,0.0,0.0,0
LATAM AIRLINES,330,14.0,0.0424242424242424,0.004848485,0.2666666666666667,1
LATAM CARGO,19,3.0,0.1578947368421052,0.0,0.0,0
LATITUDE AIR AMBULANCE,4,2.0,0.5,0.0,0.0,0
LATVIA - AIR FORCE,3,3.0,1.0,0.0,0.0,0
LAUDA EUROPE,26,3.0,0.1153846153846153,0.0,0.0,0
LEAV AVIATION,2,1.0,0.5,0.0,0.0,0
LEGACY AIRWAYS,1,1.0,1.0,0.0,0.0,0
LEGEND AIRLINES,3,1.0,0.3333333333333333,0.0,0.0,0
LEGENDS AIRWAYS,7,3.0,0.4285714285714285,0.0,0.0,0
LETOURNEAU UNIVERSITY AVIATION,22,7.0,0.3181818181818182,0.0,0.0,0
LEVEL,7,2.0,0.2857142857142857,0.0,0.0,0
LEVIATE AIR GROUP,7,4.0,0.5714285714285714,0.0,0.0,0
LIAT 20,4,3.0,0.75,0.0,0.0,0
LIBERTY JET MANAGEMENT,1,1.0,1.0,0.0,0.0,0
LIBYA - AIR FORCE,1,1.0,1.0,0.0,0.0,0
LIBYAN AIRLINES,5,3.0,0.6,0.0,0.0,0
LIBYAN EXPRESS,4,4.0,1.0,0.0,0.0,0
LIBYAN WINGS,4,1.0,0.25,0.0,0.0,0
LIEBHERR AEROSPACE,6,4.0,0.6666666666666666,0.0,0.0,0
LIFE LINE AVIATION,4,3.0,0.75,0.0,0.0,0
LIFEFLIGHT AUSTRALIA,21,5.0,0.238095238095238,0.0,0.0,0
LIFT,1,0.0,0.0,0.0,0.0,0
LIFT ACADEMY,80,4.0,0.05,0.0,0.0,0
LION AIR,83,7.0,0.0843373493975903,0.004819277,0.1325301204819277,0
LIPICAN AER,3,2.0,0.6666666666666666,0.0,0.0,0
LIZ AVIATION,1,1.0,1.0,0.0,0.0,0
LOGANAIR,42,11.0,0.2619047619047619,0.0,0.0,0
LONE STAR COMMUNICATIONS,1,1.0,1.0,0.0,0.0,0
LONGJIANG AIRLINES,9,3.0,0.3333333333333333,0.0,0.0,0
LONGTAIL AVIATION,2,2.0,1.0,0.0,0.0,0
LOONG AIR,74,5.0,0.0675675675675675,0.005405405,0.6081081081081081,1
LOT,84,14.0,0.1666666666666666,0.014285714,0.4285714285714285,1
LUCKY AIR,53,14.0,0.2641509433962264,0.01509434,0.2075471698113208,1
LUFTHANSA,308,17.0,0.0551948051948051,0.003896104,0.2727272727272727,1
LUFTHANSA CARGO,16,4.0,0.25,0.0,0.0,0
LUFTHANSA CITY,11,2.0,0.1818181818181818,0.036363636,0.6363636363636364,1
LUFTTRANSPORT,6,4.0,0.6666666666666666,0.0,0.0,0
LUKOIL-AVIA,5,4.0,0.8,0.0,0.0,0
LUMINAIR,3,2.0,0.6666666666666666,0.0,0.0,0
LUMIWINGS,2,2.0,1.0,0.0,0.0,0
LUNDS UNIVERSITY SCHOOL OF AVIATION,9,3.0,0.3333333333333333,0.0,0.0,0
LUXAIR,21,6.0,0.2857142857142857,0.019047619,0.0952380952380952,0
LUXAVIATION,41,26.0,0.6341463414634146,0.0,0.0,0
LUXEMBOURG AIR AMBULANCE,7,3.0,0.4285714285714285,0.0,0.0,0
LUXWING,15,9.0,0.6,0.0,0.0,0
LYDD AIR,1,1.0,1.0,0.0,0.0,0
LYNDEN AIR CARGO,13,5.0,0.3846153846153846,0.0,0.0,0
MACK AIR,22,3.0,0.1363636363636363,0.0,0.0,0
MADAGASCAR AIRLINES,5,2.0,0.4,0.0,0.0,0
MAE AIRCRAFT MANAGEMENT,1,1.0,1.0,0.0,0.0,0
MAERSK AIR CARGO,22,9.0,0.4090909090909091,0.0,0.0,0
MAGNICHARTERS,6,2.0,0.3333333333333333,0.0,0.0,0
MAHAN AIR,35,13.0,0.3714285714285714,0.0,0.0,0
MAK KG AIRLINES,4,4.0,1.0,0.0,0.0,0
MAKERS AIR,8,2.0,0.25,0.0,0.0,0
MALAWI AIRLINES,3,3.0,1.0,0.0,0.0,0
MALAYSIA - AIR FORCE,14,6.0,0.4285714285714285,0.0,0.0,0
MALAYSIA AIRLINES,88,8.0,0.0909090909090909,0.009090909,0.2613636363636364,1
MALDIVIAN,22,7.0,0.3181818181818182,0.0,0.0,0
MALETH-AERO,4,3.0,0.75,0.0,0.0,0
MALI AIR,5,4.0,0.8,0.0,0.0,0
MALTA AIR,6,1.0,0.1666666666666666,0.066666667,1.0,1
MALTA MEDAIR,1,1.0,1.0,0.0,0.0,0
MANASIK AVIATION,2,1.0,0.5,0.0,0.0,0
MANDARIN AIRLINES,13,2.0,0.1538461538461538,0.0,0.0,0
MANGO,1,1.0,1.0,0.0,0.0,0
MANN YADANARPON AIRLINES,3,1.0,0.3333333333333333,0.0,0.0,0
MANTA AIR,23,5.0,0.217391304347826,0.0,0.0,0
MAP LINHAS AEREAS,1,1.0,1.0,0.0,0.0,0
MARABU,10,2.0,0.2,0.04,0.8,1
MARATHON AIRLINES,2,2.0,1.0,0.0,0.0,0
MARSHALL UNIVERSITY AVIATION,12,3.0,0.25,0.0,0.0,0
MARTINAIR,1,1.0,1.0,0.0,0.0,0
MARTINAIRE,25,2.0,0.08,0.0,0.0,0
MARTINATMS FAMOUS PASTRY SHOPPE,4,0.0,0.0,0.0,0.0,0
MAS,4,2.0,0.5,0.0,0.0,0
MASSEY UNIVERSITY SCHOOL OF AVIATION,14,2.0,0.1428571428571428,0.0,0.0,0
MASWINGS,14,2.0,0.1428571428571428,0.0,0.0,0
MAURITANIA AIRLINES,5,4.0,0.8,0.08,0.2,1
MAVI GAK AIRLINES,13,0.0,0.0,0.0,0.0,0
MAX AIR,11,11.0,1.0,0.0,0.0,0
MAX AVIATION,13,5.0,0.3846153846153846,0.0,0.0,0
MAXAIR,9,4.0,0.4444444444444444,0.0,0.0,0
MAXIMUS AIRLINES,1,1.0,1.0,0.0,0.0,0
MAYA ISLAND AIR,7,2.0,0.2857142857142857,0.0,0.0,0
MCDAN AVIATION,2,2.0,1.0,0.0,0.0,0
MCNEELY CHARTER SERVICES,5,3.0,0.6,0.0,0.0,0
MEA,23,5.0,0.217391304347826,0.0,0.4347826086956522,1
MED-TRANS,13,3.0,0.2307692307692307,0.0,0.0,0
MEDAVIA,3,2.0,0.6666666666666666,0.0,0.0,0
MEDSKY AIRWAYS,2,1.0,0.5,0.0,0.0,0
MEMORIAL HERMANN LIFE FLIGHT,8,1.0,0.125,0.0,0.0,0
MERAJ AIRLINES,8,6.0,0.75,0.0,0.0,0
MEREGRASS,5,2.0,0.4,0.0,0.0,0
MERIDIAN,3,2.0,0.6666666666666666,0.0,0.0,0
MERIDIAN AIR COMPANY,5,3.0,0.6,0.0,0.0,0
MERMOZ-ACADEMY,4,2.0,0.5,0.0,0.0,0
MESA AIRLINES,6,2.0,0.3333333333333333,0.0,0.0,0
MEXICANA,8,5.0,0.625,0.0,0.125,0
MEXICO - AIR FORCE,91,24.0,0.2637362637362637,0.004395604,0.0109890109890109,0
MEXICO - NAVY,50,17.0,0.34,0.0,0.0,0
MHS AVIATION,6,5.0,0.8333333333333334,0.0,0.0,0
MIAT MONGOLIAN AIRLINES,10,9.0,0.9,0.08,0.3,1
MIDAMERICA JET,5,4.0,0.8,0.0,0.0,0
MIDDLE GEORGIA STATE UNIVERSITY SCHOOL OF AVIATION,62,10.0,0.1612903225806451,0.0,0.0,0
MIDDLE TENNESSEE STATE UNIVERSITY AEROSPACE,56,12.0,0.2142857142857142,0.0,0.0,0
MIDWEST AVIATION,10,3.0,0.3,0.0,0.0,0
MIDWEST AVIATION DIVISION,7,4.0,0.5714285714285714,0.0,0.0,0
MILLESIME AVIATION,2,2.0,1.0,0.0,0.0,0
MINGALAR,4,1.0,0.25,0.0,0.0,0
MJETS AIR,6,5.0,0.8333333333333334,0.0,0.0,0
MNG AIRLINES,12,6.0,0.5,0.0,0.0,0
MOAAMBIQUE EXPRESSO,4,0.0,0.0,0.0,0.0,0
MOALEM AVIATION,3,1.0,0.3333333333333333,0.0,0.0,0
MODERN LOGISTICS,3,2.0,0.6666666666666666,0.0,0.0,0
MONACAIR,3,2.0,0.6666666666666666,0.0,0.0,0
MONGOLIAN AIRWAYS,2,2.0,1.0,0.0,0.0,0
MOTOR SICH AIRLINES,9,5.0,0.5555555555555556,0.0,0.0,0
MOUNTAIN AVIATION,19,6.0,0.3157894736842105,0.0,0.0,0
MOUNTAIN FLYERS,9,5.0,0.5555555555555556,0.0,0.0,0
MOUNTHILL AVIATION,2,2.0,1.0,0.0,0.0,0
MPC AIR,3,2.0,0.6666666666666666,0.0,0.0,0
